TRACK_ID	ARTIST_ID	ALBUM_ID	PATH	DURATION	TAGS
track_0017492	artist_002449	album_002470	92/17492.npy	176.5	mood/theme---energetic
track_0017493	artist_002449	album_002470	93/17493.npy	140.1	mood/theme---energetic
track_0017494	artist_002449	album_002470	94/17494.npy	136.4	mood/theme---energetic
track_0017621	artist_002621	album_002488	21/17621.npy	523.4	mood/theme---deep
track_0017623	artist_002621	album_002488	23/17623.npy	1022.1	mood/theme---deep
track_0017778	artist_002656	album_002509	78/17778.npy	254.9	mood/theme---love
track_0018229	artist_002741	album_002572	29/18229.npy	285.0	mood/theme---inspiring
track_0018230	artist_002741	album_002572	30/18230.npy	270.0	mood/theme---soft
track_0018231	artist_002741	album_002572	31/18231.npy	265.0	mood/theme---relaxing	mood/theme---slow
track_0018232	artist_002741	album_002572	32/18232.npy	330.4	mood/theme---relaxing	mood/theme---soft
track_0018233	artist_002741	album_002572	33/18233.npy	241.7	mood/theme---relaxing
track_0018234	artist_002741	album_002572	34/18234.npy	320.0	mood/theme---relaxing	mood/theme---soft
track_0018235	artist_002741	album_002572	35/18235.npy	251.9	mood/theme---background
track_0018236	artist_002741	album_002572	36/18236.npy	365.0	mood/theme---relaxing
track_0018243	artist_002741	album_002572	43/18243.npy	172.5	mood/theme---relaxing	mood/theme---soft
track_0018851	artist_002816	album_002659	51/18851.npy	329.7	mood/theme---melodic
track_0019199	artist_002831	album_002700	99/19199.npy	264.1	mood/theme---meditative	mood/theme---space
track_0019202	artist_002831	album_002700	02/19202.npy	310.9	mood/theme---meditative	mood/theme---space
track_0019203	artist_002831	album_002700	03/19203.npy	254.8	mood/theme---meditative	mood/theme---space
track_0019205	artist_002831	album_002700	05/19205.npy	273.3	mood/theme---meditative	mood/theme---space
track_0019234	artist_002854	album_002704	34/19234.npy	248.2	mood/theme---melodic
track_0019235	artist_002854	album_002704	35/19235.npy	315.1	mood/theme---melodic
track_0019236	artist_002854	album_002704	36/19236.npy	243.0	mood/theme---melodic
track_0019237	artist_002854	album_002704	37/19237.npy	312.5	mood/theme---melodic
track_0019238	artist_002854	album_002704	38/19238.npy	389.1	mood/theme---melodic
track_0019239	artist_002854	album_002704	39/19239.npy	285.3	mood/theme---melodic
track_0019240	artist_002854	album_002704	40/19240.npy	223.7	mood/theme---melodic
track_0020530	artist_003039	album_002882	30/20530.npy	232.5	mood/theme---fun
track_0020531	artist_003039	album_002882	31/20531.npy	179.9	mood/theme---fun
track_0020532	artist_003039	album_002882	32/20532.npy	156.4	mood/theme---fun
track_0020533	artist_003039	album_002882	33/20533.npy	241.2	mood/theme---fun
track_0020534	artist_003039	album_002882	34/20534.npy	190.6	mood/theme---fun
track_0020535	artist_003039	album_002882	35/20535.npy	195.0	mood/theme---fun
track_0020536	artist_003039	album_002882	36/20536.npy	197.0	mood/theme---fun
track_0020537	artist_003039	album_002882	37/20537.npy	100.7	mood/theme---fun
track_0020538	artist_003039	album_002882	38/20538.npy	172.4	mood/theme---fun
track_0020740	artist_002656	album_002911	40/20740.npy	358.5	mood/theme---drama	mood/theme---horror
track_0020742	artist_002656	album_002911	42/20742.npy	231.8	mood/theme---adventure	mood/theme---nature
track_0020743	artist_002656	album_002911	43/20743.npy	254.8	mood/theme---emotional	mood/theme---horror
track_0020744	artist_002656	album_002911	44/20744.npy	210.2	mood/theme---horror
track_0021293	artist_002521	album_002976	93/21293.npy	231.2	mood/theme---heavy
track_0021294	artist_002521	album_002976	94/21294.npy	236.0	mood/theme---heavy
track_0021295	artist_002521	album_002976	95/21295.npy	197.0	mood/theme---heavy
track_0021296	artist_002521	album_002976	96/21296.npy	162.1	mood/theme---heavy
track_0021297	artist_002521	album_002976	97/21297.npy	303.6	mood/theme---heavy
track_0021298	artist_002521	album_002976	98/21298.npy	145.0	mood/theme---heavy
track_0021492	artist_003177	album_003005	92/21492.npy	80.0	mood/theme---funny	mood/theme---happy	mood/theme---positive	mood/theme---relaxing
track_0021494	artist_003177	album_003005	94/21494.npy	134.5	mood/theme---funny	mood/theme---happy	mood/theme---positive	mood/theme---relaxing
track_0021502	artist_003177	album_003005	02/21502.npy	105.9	mood/theme---fun	mood/theme---positive
track_0021506	artist_003177	album_003005	06/21506.npy	210.1	mood/theme---relaxing
track_0021509	artist_003177	album_003005	09/21509.npy	95.3	mood/theme---positive	mood/theme---relaxing
track_0021851	artist_002521	album_003050	51/21851.npy	214.2	mood/theme---heavy
track_0021852	artist_002521	album_003050	52/21852.npy	205.7	mood/theme---heavy
track_0021853	artist_002521	album_003050	53/21853.npy	303.6	mood/theme---heavy
track_0021854	artist_002521	album_003050	54/21854.npy	213.4	mood/theme---heavy
track_0021856	artist_002521	album_003050	56/21856.npy	249.7	mood/theme---heavy
track_0021857	artist_002521	album_003050	57/21857.npy	191.5	mood/theme---heavy
track_0021858	artist_002521	album_003050	58/21858.npy	237.8	mood/theme---heavy
track_0021859	artist_002521	album_003050	59/21859.npy	201.7	mood/theme---heavy
track_0021860	artist_002521	album_003050	60/21860.npy	207.4	mood/theme---heavy
track_0021861	artist_002521	album_003050	61/21861.npy	199.5	mood/theme---heavy
track_0021862	artist_002521	album_003050	62/21862.npy	312.0	mood/theme---heavy
track_0021983	artist_003241	album_003065	83/21983.npy	273.1	mood/theme---melancholic
track_0022101	artist_000587	album_003080	01/22101.npy	187.1	mood/theme---dark
track_0022546	artist_001968	album_003125	46/22546.npy	163.0	mood/theme---sad
track_0022547	artist_001968	album_003125	47/22547.npy	255.1	mood/theme---ballad
track_0022551	artist_001968	album_003125	51/22551.npy	126.8	mood/theme---ballad
track_0023198	artist_003434	album_003209	98/23198.npy	145.1	mood/theme---melodic
track_0023861	artist_003498	album_003297	61/23861.npy	205.2	mood/theme---melodic
track_0023862	artist_003498	album_003297	62/23862.npy	286.7	mood/theme---melodic
track_0023863	artist_003498	album_003297	63/23863.npy	199.7	mood/theme---melodic
track_0023864	artist_003498	album_003297	64/23864.npy	187.2	mood/theme---melodic
track_0023865	artist_003498	album_003297	65/23865.npy	222.4	mood/theme---melodic
track_0023866	artist_003498	album_003297	66/23866.npy	155.2	mood/theme---melodic
track_0023867	artist_003498	album_003297	67/23867.npy	191.0	mood/theme---melodic
track_0023868	artist_003498	album_003297	68/23868.npy	352.2	mood/theme---melodic
track_0023869	artist_003498	album_003297	69/23869.npy	265.1	mood/theme---melodic
track_0024017	artist_003581	album_003316	17/24017.npy	268.4	mood/theme---happy
track_0024019	artist_003581	album_003316	19/24019.npy	238.0	mood/theme---happy
track_0024022	artist_003581	album_003316	22/24022.npy	289.1	mood/theme---summer
track_0024023	artist_003581	album_003316	23/24023.npy	106.1	mood/theme---dark	mood/theme---space
track_0024024	artist_003581	album_003316	24/24024.npy	242.8	mood/theme---dark	mood/theme---space
track_0024026	artist_003581	album_003316	26/24026.npy	452.8	mood/theme---dream
track_0024238	artist_001064	album_003342	38/24238.npy	49.4	mood/theme---adventure
track_0024242	artist_001064	album_003342	42/24242.npy	104.1	mood/theme---adventure
track_0024319	artist_002534	album_003352	19/24319.npy	86.4	mood/theme---dark
track_0024835	artist_002534	album_003426	35/24835.npy	73.5	mood/theme---calm
track_0024836	artist_002534	album_003426	36/24836.npy	99.2	mood/theme---dark
track_0024837	artist_002534	album_003426	37/24837.npy	130.0	mood/theme---calm
track_0024839	artist_002534	album_003426	39/24839.npy	36.0	mood/theme---dark
track_0024842	artist_002534	album_003426	42/24842.npy	47.5	mood/theme---calm
track_0025217	artist_003786	album_003476	17/25217.npy	124.9	mood/theme---emotional
track_0025218	artist_003786	album_003476	18/25218.npy	189.5	mood/theme---emotional	mood/theme---film
track_0025220	artist_003786	album_003476	20/25220.npy	75.1	mood/theme---happy
track_0025221	artist_003786	album_003476	21/25221.npy	94.3	mood/theme---film	mood/theme---positive
track_0025222	artist_003786	album_003476	22/25222.npy	54.9	mood/theme---melancholic
track_0025223	artist_003786	album_003476	23/25223.npy	114.6	mood/theme---romantic
track_0025224	artist_003786	album_003476	24/25224.npy	180.5	mood/theme---film
track_0025225	artist_003786	album_003476	25/25225.npy	86.2	mood/theme---melancholic	mood/theme---sad
track_0025226	artist_003786	album_003476	26/25226.npy	140.3	mood/theme---drama	mood/theme---emotional
track_0025227	artist_003786	album_003476	27/25227.npy	105.0	mood/theme---inspiring
track_0025237	artist_003786	album_003479	37/25237.npy	129.5	mood/theme---happy
track_0025238	artist_003786	album_003479	38/25238.npy	189.5	mood/theme---hopeful
track_0025240	artist_003786	album_003479	40/25240.npy	160.5	mood/theme---melancholic	mood/theme---sad
track_0025241	artist_003786	album_003479	41/25241.npy	114.1	mood/theme---emotional
track_0025242	artist_003786	album_003479	42/25242.npy	184.5	mood/theme---documentary	mood/theme---drama	mood/theme---emotional
track_0025243	artist_003786	album_003479	43/25243.npy	95.9	mood/theme---drama	mood/theme---emotional
track_0025244	artist_002740	album_003480	44/25244.npy	156.7	mood/theme---children
track_0025245	artist_002740	album_003480	45/25245.npy	148.9	mood/theme---film
track_0025247	artist_002740	album_003480	47/25247.npy	177.7	mood/theme---inspiring	mood/theme---mellow
track_0025250	artist_002740	album_003480	50/25250.npy	214.2	mood/theme---film
track_0025251	artist_002740	album_003480	51/25251.npy	314.7	mood/theme---hopeful	mood/theme---motivational	mood/theme---uplifting
track_0025252	artist_002740	album_003480	52/25252.npy	209.5	mood/theme---film	mood/theme---melancholic
track_0025254	artist_002740	album_003480	54/25254.npy	212.1	mood/theme---inspiring
track_0025262	artist_000811	album_003482	62/25262.npy	74.4	mood/theme---action	mood/theme---documentary	mood/theme---space
track_0025263	artist_000811	album_003482	63/25263.npy	150.3	mood/theme---action	mood/theme---documentary	mood/theme---space
track_0025264	artist_000811	album_003482	64/25264.npy	146.4	mood/theme---action	mood/theme---documentary	mood/theme---space
track_0025266	artist_000811	album_003482	66/25266.npy	70.8	mood/theme---action	mood/theme---documentary	mood/theme---space
track_0025267	artist_001885	album_003483	67/25267.npy	317.8	mood/theme---melodic
track_0025268	artist_001885	album_003483	68/25268.npy	330.0	mood/theme---melodic
track_0025269	artist_001885	album_003483	69/25269.npy	312.4	mood/theme---melodic
track_0025270	artist_001885	album_003483	70/25270.npy	328.3	mood/theme---melodic	mood/theme---slow
track_0025271	artist_001885	album_003483	71/25271.npy	270.4	mood/theme---melancholic	mood/theme---melodic
track_0025272	artist_001885	album_003483	72/25272.npy	270.8	mood/theme---melodic
track_0025273	artist_001885	album_003483	73/25273.npy	251.5	mood/theme---funny	mood/theme---melodic
track_0025274	artist_001885	album_003483	74/25274.npy	297.1	mood/theme---melodic
track_0025379	artist_002740	album_003495	79/25379.npy	134.8	mood/theme---emotional
track_0025380	artist_002740	album_003495	80/25380.npy	133.9	mood/theme---melancholic	mood/theme---sad
track_0025381	artist_002740	album_003495	81/25381.npy	151.0	mood/theme---inspiring	mood/theme---uplifting
track_0025384	artist_002740	album_003495	84/25384.npy	75.4	mood/theme---epic
track_0025385	artist_002740	album_003495	85/25385.npy	120.5	mood/theme---epic	mood/theme---romantic
track_0025389	artist_002740	album_003495	89/25389.npy	141.2	mood/theme---inspiring
track_0025877	artist_003769	album_003549	77/25877.npy	239.8	mood/theme---romantic	mood/theme---slow
track_0026321	artist_003933	album_003603	21/26321.npy	405.3	mood/theme---happy	mood/theme---party
track_0026403	artist_003944	album_003615	03/26403.npy	176.5	mood/theme---inspiring
track_0026404	artist_003944	album_003615	04/26404.npy	171.4	mood/theme---documentary	mood/theme---emotional	mood/theme---romantic
track_0026405	artist_003944	album_003615	05/26405.npy	241.0	mood/theme---melancholic	mood/theme---sad
track_0026427	artist_002740	album_003620	27/26427.npy	188.9	mood/theme---melancholic	mood/theme---sad
track_0026428	artist_002740	album_003620	28/26428.npy	89.1	mood/theme---epic	mood/theme---romantic
track_0026429	artist_002740	album_003620	29/26429.npy	163.8	mood/theme---adventure
track_0026430	artist_002740	album_003620	30/26430.npy	100.4	mood/theme---epic
track_0026431	artist_002740	album_003620	31/26431.npy	108.8	mood/theme---adventure	mood/theme---epic	mood/theme---inspiring
